,1,3,4,5,6,7,response
0,1351846806026,0.1534967881,0.39903045130000003,0.09653615063,0.0,100000.15,1
1,1622831037280,0.6453584553,0.8647908935999999,0.7692986301000001,0.3333333333,0.8152399,0
2,1622654729812,0.5274876031,0.8609511703,0.4358159582,0.3333333333,0.0077178897,0
3,1622851160429,0.4977137327,0.9099934681999999,0.3087115016,0.3333333333,0.0054594380000000005,0
4,1622851171615,0.4981944008,0.9123357609999999,0.3080771594,0.3333333333,0.0042422772,0
5,1604102938241,0.4886207357,0.5943188721,0.6016681024,0.28497496629999997,0.0035610416,0
6,1622851487395,0.4793854972,0.9229501521,0.2452393853,0.3333333333,0.0025683534,0
7,1622851210549,0.4792593214,0.9229501521,0.24487888300000002,0.3333333333,0.002555853,0
8,1622662919936,0.4529749548,0.78847537,0.2850447918,0.3333333333,0.0022700948,0
9,1622662689560,0.4463690796,0.815373802,0.24311506370000002,0.3333333333,0.0017546114000000002,0
10,1622662647324,0.4416757901,0.815373802,0.2297056653,0.3333333333,0.0014428224,0
11,1622851210358,0.4555091487,0.9229501521,0.1770212468,0.3333333333,0.0012460122,0
12,1622069995208,0.4551459788,0.7026308458,0.36482873829999996,0.3333333333,0.0009729432,0
13,1622851123640,0.4195234112,0.5934645269,0.3566211041,0.3333333333,0.0009337958,0
14,1622851155112,0.4491349812,0.9229501521,0.15880933960000002,0.3333333333,0.00090662343,0
15,1622661824389,0.4321278377,0.8180365643999999,0.2001434334,0.3333333333,0.0008191621,0
16,1622851411603,0.4495199345000001,0.9229501521,0.1599092061,0.3333333333,0.00062039547,0
17,1622851210772,0.4102404737,0.6165996406,0.3102683281,0.3333333333,0.00059829105,0
18,1618136699506,0.4794915108,0.9300559881,0.24450076969999998,0.3282841285,0.0005650253,0
19,1622851134691,0.4174655859000001,0.6036429567,0.342017235,0.3333333333,0.00054660864,0
20,1622851180603,0.4085989794,0.6136564997,0.3081010366,0.3333333333,0.00047255194,0
21,1622851140199,0.4091250234,0.6157661837,0.3077957189,0.3333333333,0.0004716185,0
22,1622851171491,0.4081949797,0.6122274083,0.3081716873,0.3333333333,0.0004660432,0
23,1622851194078,0.4072294769,0.6028466688,0.3134537417,0.3333333333,0.00046602337,0
24,1622851155044,0.407378994,0.6091590491,0.3084703216,0.3333333333,0.0004544242,0
25,1622851145604,0.4061952462,0.6004068166,0.3125900987,0.3333333333,0.00044796453,0
26,1605859996794,0.421668657,0.8457174929000001,0.1508100043,0.3290568788,0.0004269569200000001,0
27,1622851145631,0.4052453077000001,0.6028466688,0.3077846869,0.3333333333,0.00042694778,0
28,1622851145626,0.4098329199,0.6165996406,0.3091038888,0.3333333333,0.00042185918,0
29,1622851186172,0.4054532369,0.604274238,0.3071551396,0.3333333333,0.00042053068,0
30,1622851176934,0.4110018567,0.6165996406,0.3124437082,0.3333333333,0.00041332858,0
31,1622851160465,0.407496769,0.6097510732,0.3082993726,0.3333333333,0.0004038327,0
32,1622851160462,0.406701687,0.6075109102,0.30794784940000003,0.3333333333,0.00039264126,0
33,1622851165769,0.4065256865,0.6067514782,0.3080959325,0.3333333333,0.00039082166,0
34,1622851190240,0.4093275851,0.6165996406,0.3076600748,0.3333333333,0.00038412976,0
35,1621577267612,0.4501908557,0.9558719512999999,0.1336074391,0.3333333333,0.0003620806,0
36,1622851171358,0.4020421607,0.6100456925,0.2924622466,0.3333333333,0.00035714160000000004,0
37,1622442636987,0.4524263878,0.9440889992,0.1500943468,0.3333333333,0.00033473589999999994,0
38,1622851123469,0.4062725502,0.6052119460000001,0.3086922849,0.3333333333,0.00033429757000000005,0
39,1622851155078,0.4057870472,0.6044312805,0.3079742754,0.3333333333,0.00032825492,0
40,1622851129228,0.4093283761,0.6165996406,0.3076623351,0.3333333333,0.0003271907,0
41,1622851129202,0.4092322199,0.6165996406,0.30738760309999996,0.3333333333,0.00032581296000000004,0
42,1622851176771,0.4052813002,0.6012289289,0.3092741567,0.3333333333,0.00032525574,0
43,1622851171520,0.4054315073,0.6036429567,0.3076341532,0.3333333333,0.00032418166,0
44,1622851176935,0.404797267,0.6028466688,0.3065045704,0.3333333333,0.00031623695,0
45,1609887017500,0.4183009431,0.8457174929000001,0.13863714859999998,0.3316076948,0.00031215945,0
46,1622661862959,0.3775919228,0.48431381560000003,0.33037460399999996,0.3333333333,0.00027474228,0
47,1622828848368,0.428597834,0.9162258647,0.1178344615,0.3213943231,0.00023711499,0
48,1607296207345,0.388453883,0.6248119648,0.2412921695,0.333022955,0.00023123182,0
49,1619292215460,0.4235143655,0.7813344727,0.2069924487,0.3333333333,0.00023064257,0
50,1618091223145,0.3983036347,0.7543901023,0.1631061687,0.3282841285,0.00022694013,0
51,1622153087149,0.4208399555,0.821008018,0.1653558591,0.33332285559999997,0.00021824882,0
52,1622851180736,0.3868828532,0.6165996406,0.2435322694,0.3333333333,0.0002182221,0
53,1622199388908,0.4109209373,0.8640239695999999,0.1001345138,0.3333333333,0.00021076857000000004,0
54,1622070053829,0.3774100081,0.5244314340999999,0.2954683178,0.3333333333,0.00020871886,0
55,1622662579082,0.3697309183,0.5090232905,0.2867350414,0.3333333333,0.00020371807,0
56,1620929539780,0.4003872592,0.7652694538,0.1560005586,0.3320177931,0.00020293583,0
57,1622662111721,0.3714008992,0.5090232905,0.2915064153,0.3333333333,0.00020244866000000006,0
58,1622851119704,0.4178506061,0.9229501521,0.0694254109,0.3333333333,0.00019396539,0
59,1613089725120,0.3874695926,0.6583430601,0.2094291018,0.3333328255,0.0001931945,0
60,1622851194111,0.4194485713,0.9190086717,0.07736943752,0.3333333333,0.00018852335,0
61,1620929544694,0.3967762077000001,0.7543901023,0.1550084268,0.3320177931,0.00017934808999999998,0
62,1495652831056,0.3817294476,0.9137859695999999,0.3074104478,0.0,0.0001764024,1
63,1622851553595,0.4184780959,0.9229501521,0.07121823894,0.3333333333,0.00017590781000000004,0
64,1622851145580,0.3872976415,0.615067224,0.2460308788,0.3333333333,0.00017511538,0
65,1622851151196,0.3832811289,0.6165996406,0.2332416287,0.3333333333,0.00017415866999999995,0
66,1622662768898,0.3939259905,0.815373802,0.09327766636,0.3333333333,0.0001730053,0
67,1620929544797,0.3958537935,0.7543901023,0.1523729577,0.3320177931,0.00017160077,0
68,1622662459759,0.3658591574,0.5090232905,0.2756728673,0.3333333333,0.00016859174999999998,0
69,1622834319420,0.3972865503,0.8438162062000001,0.07850006209,0.3333333333,0.00015852315,0
70,1622851171657,0.3839241078,0.5995754191,0.24967090109999998,0.3333333333,0.00015754241,0
71,1604790452941,0.3956240498,0.920133723,0.06736414553999999,0.2743042341,0.00015738909,0
72,1622851151285,0.3812525833,0.6165996406,0.22744578399999998,0.3333333333,0.0001541507,0
73,1526764787552,0.3648854897,0.9310130745,0.2445187637,0.0,0.00015131263000000002,1
74,1622851194082,0.3792231408,0.6165996406,0.22164737690000003,0.3333333333,0.00015111397,0
75,1622662523633,0.3635857216,0.5090232905,0.2691773364,0.3333333333,0.00015067084,0
76,1610573215712,0.370911579,0.4693933854,0.34179940729999997,0.31561077379999997,0.00014907565,0
77,1620929550973,0.3702325325,0.5393669814000001,0.2634748872,0.3320177931,0.00014733417,0
78,1622811723079,0.3595193834000001,0.38883536590000006,0.3605774486,0.3333333333,0.0001471668,0
79,1622851151255,0.3829157437,0.6157661837,0.2329120625,0.3333333333,0.0001417024,0
80,1622851123438,0.3871065496,0.6165996406,0.24417140210000002,0.3333333333,0.00013962953999999998,0
81,1622851151275,0.3820697029,0.6164611204,0.22989914329999997,0.3333333333,0.0001356333,0
82,1618517239893,0.4357462423,0.8604873005,0.174096114,0.3333326063,0.00013480589,0
83,1610641732240,0.4143467045000001,0.8457174929000001,0.12577297140000002,0.3331740474,0.0001329573,0
84,1622851176932,0.3809647447,0.6107783003,0.2316131084,0.3333333333,0.00013151289,0
85,1605648634853,0.4083481412,0.7543901023,0.1920875978,0.3280012892,0.00013042222,0
86,1622851129142,0.3822185976,0.6136564997,0.23272851719999998,0.3333333333,0.00012592433,0
87,1622851151288,0.3819595492,0.614364059,0.2313818994,0.3333333333,0.00012422861000000002,0
88,1612639465108,0.4234624735,0.9300559881,0.08414796189,0.3285539724,0.0001227054,0
89,1622662493078,0.359303888,0.5090232905,0.2569435262,0.3333333333,0.000121614896,0
90,1622851186208,0.3810331121,0.6119392429,0.2308133502,0.3333333333,0.00011844006000000003,0
91,1555695745067,0.4361710795,0.8348381414,0.1978089572,0.33281857730000003,0.000115727846,1
92,1622851140306,0.4083579738000001,0.9138614217000001,0.050093944800000005,0.3333333333,0.00011313348999999997,0
93,1622662497366,0.35772461590000004,0.5090232905,0.25243132030000004,0.3333333333,0.00011227775,0
94,1622851123448,0.383034855,0.6136564997,0.2350606813,0.3333333333,0.00011072169,0
95,1622851129207,0.3818681805,0.6036429567,0.24031036239999998,0.3333333333,0.000109488436,0
96,1605676636432,0.408333662,0.9416460931,0.02643074222,0.3331116408,0.00010860017,0
97,1622662488956,0.3570395551,0.5090232905,0.2504740036,0.3333333333,0.000108437715,0
98,1622851129063,0.3781055824,0.6044312805,0.22888437600000003,0.3333333333,0.00010560739,0
99,1610573220640,0.364604123,0.49569939770000004,0.3012300939,0.31561077379999997,0.000105335435,0
100,1622662436966,0.35857987350000003,0.5090232905,0.2548749134,0.3333333333,0.000104804785,0
101,1622851537104,0.4078756181,0.9229501521,0.04092544498,0.3333333333,0.0001040042,0
102,1622662441454,0.35618877130000004,0.5090232905,0.2480431927,0.3333333333,0.00010383722,0
103,1622662726537,0.3560441041,0.5090232905,0.2476298579,0.3333333333,0.00010307331,0
104,1615548043976,0.4042227346,0.920133723,0.03650914673,0.32972690379999997,0.00010304729,0
105,1622851134773,0.3779616891,0.6028466688,0.22983149079999998,0.3333333333,0.00010286626,0
106,1622662708496,0.3558722854,0.5090232905,0.2471389473,0.3333333333,0.000102172795,0
107,1622662427708,0.35557744420000004,0.5090232905,0.24629654399999998,0.3333333333,0.000100644465,0
108,1622851180850,0.3747377217,0.6075109102,0.2166222342,0.3333333333,9.904851e-05,0
109,1622714320386,0.4079650873,0.9310130745,0.03426999513,0.3333333333,9.901544e-05,0
110,1622662685449,0.3550635736,0.5090232905,0.2448283423,0.3333333333,9.803126e-05,0
111,1611177073081,0.3874369685,0.8516810051,0.04924560704,0.3277048701,9.781467e-05,0
112,1620762711973,0.421467114,0.8858821738,0.1115838665,0.3332803103,9.728669e-05,0
113,1619711573594,0.3936301799,0.5773121352,0.2964853504,0.3333333333,9.673203e-05,0
114,1621371057271,0.4032190998,0.9409353396,0.01220523213,0.3333333333,9.627072e-05,0
115,1614406672399,0.4013560663,0.9452389326999999,0.003283299512,0.3332435191,9.309036e-05,0
116,1622491366866,0.3986856109,0.9332096476,0.006066636168,0.3331411254,9.3043396e-05,0
117,1622661852451,0.359030224,0.4914830981,0.2711960799,0.3333333333,9.233078000000002e-05,0
118,1622662464209,0.35381245009999995,0.5090232905,0.24125370370000002,0.3333333333,9.19293e-05,0
119,1622290043937,0.3882749498,0.8457174929000001,0.05112295786999999,0.3333333333,8.832984e-05,0
120,1622661834598,0.356897253,0.5090232905,0.2500674262,0.3333333333,8.485185400000001e-05,0
121,1622661830538,0.3605481798,0.5090232905,0.26049864559999997,0.3333333333,8.405269000000001e-05,0
122,1611337585648,0.389045696,0.6137832115,0.25264816019999997,0.33281107579999997,8.1948514e-05,0
123,1622662610639,0.3507019318,0.5090232905,0.2323665086,0.3333333333,8.1403e-05,0
124,1622662813113,0.3512733555,0.5090232905,0.2339991475,0.3333333333,8.061185000000001e-05,0
125,1622662717180,0.35088063280000004,0.5090232905,0.23287708280000002,0.3333333333,7.898130999999999e-05,0
126,1620013644451,0.4068132674,0.9440889992,0.0197711458,0.3333333333,7.827514e-05,0
127,1622662453323,0.35058788820000003,0.5090232905,0.2320406696,0.3333333333,7.77858e-05,0
128,1622851134572,0.3698373319,0.6107783003,0.1998205005,0.3333333333,7.766613000000001e-05,0
129,1622851199490,0.3728721685,0.6165996406,0.2035017419,0.3333333333,7.754814e-05,0
130,1621560352845,0.4133841941,0.9148952418,0.06356844265,0.3333333333,7.748393e-05,0
131,1614339169032,0.3977144942,0.9310130745,0.005324842686,0.3329910769,7.7310455e-05,0
132,1622662712916,0.3500645606,0.5090232905,0.23054544800000001,0.3333333333,7.569029000000001e-05,0
133,1622662620195,0.35106041810000005,0.5090232905,0.2333907551,0.3333333333,7.483433e-05,0
134,1622851205625,0.3721108929,0.6165996406,0.20132666859999998,0.3333333333,7.449267e-05,0
135,1613089732364,0.3780251018,0.7084226404999999,0.1395775956,0.3332747177,7.4215495e-05,0
136,1622662676755,0.3495875403,0.5090232905,0.2291825327,0.3333333333,7.382586e-05,0
137,1622662468310,0.3495875879,0.5090232905,0.2291826688,0.3333333333,7.326581500000001e-05,0
138,1620960193726,0.3925902184,0.7472842664,0.1478236339,0.3333333333,7.318327e-05,0
139,1622662804608,0.3505923239,0.5090232905,0.2320533429,0.3333333333,7.205016e-05,0
140,1622662642312,0.3486139971,0.5036499858,0.2310066706,0.3333333333,7.201978e-05,0
141,1597660550015,0.3922442414,0.9008090861,0.024287534330000003,0.3242882244,7.1725924e-05,0
142,1622851487304,0.4002497534,0.9229501521,0.019137260359999998,0.3333333333,7.141441999999999e-05,0
143,1621967176590,0.4207192992,0.9353934351000001,0.06695600576,0.3333333333,7.021564000000001e-05,0
144,1622662553959,0.3483448023,0.5090232905,0.2256318527,0.3333333333,6.916644e-05,0
145,1622851134705,0.3724742358,0.6165996406,0.20236479129999999,0.3333333333,6.910516e-05,0
146,1622851193937,0.3701364266,0.6165996406,0.19568533649999997,0.3333333333,6.762906999999999e-05,0
147,1622851180761,0.3667904347,0.6070560514,0.1943055789,0.3333333333,6.740575e-05,0
148,1622486585242,0.4099309451,0.9409353396,0.032368023819999994,0.3323472425,6.696400999999999e-05,0
149,1622851553273,0.3699580364,0.6165996406,0.19517565010000001,0.3333333333,6.687414000000001e-05,0
150,1622851553439,0.3703347408,0.6165996406,0.1962519484,0.3333333333,6.667994e-05,0
151,1617840283891,0.3745598927,0.6237054766,0.20320096559999998,0.33236546219999996,6.6264525e-05,0
152,1622851436512,0.3986937963,0.9229501521,0.01469166861,0.3333333333,6.605535e-05,0
153,1611418932758,0.3905713767,0.913027887,0.0025156102970000003,0.330807277,6.551641e-05,0
154,1604520581478,0.3900677647,0.6483715062,0.2297967377,0.3289355847,6.494630999999999e-05,0
155,1614069931369,0.3709370335,0.7680793064,0.06847532768999999,0.3329910769,6.451629e-05,0
156,1622851160530,0.3685573541,0.6097510732,0.1970439013,0.3333333333,6.449866e-05,0
157,1622851119740,0.3692412032,0.6164611204,0.1932462868,0.3333333333,6.440301e-05,0
158,1622662826449,0.3504004679,0.5090232905,0.2315051832,0.3333333333,6.377203e-05,0
159,1622662484789,0.3499780629,0.5090232905,0.2302983115,0.3333333333,6.3171756e-05,0
160,1612787680093,0.3952441162,0.9300559881,0.003524084003,0.3285539724,6.303362e-05,0
161,1622662515630,0.3464967541,0.5090232905,0.220351715,0.3333333333,6.2738945e-05,0
162,1417706420067,0.3676205308,0.9515683582,0.2347143523,0.0,6.251607e-05,1
163,1622662672383,0.3545556257,0.5090232905,0.24337706260000003,0.3333333333,6.1637475e-05,0
164,1622851140222,0.3677527579,0.6165996406,0.1888748543,0.3333333333,6.0942613e-05,0
165,1621179588884,0.3967019063,0.6309896585,0.2592524059,0.3333333333,6.0462375e-05,0
166,1622851180729,0.3673293112,0.6104859233,0.192905336,0.3333333333,6.0404606999999987e-05,0
167,1622662731411,0.3455494211,0.5090232905,0.21764504920000002,0.3333333333,5.966294e-05,0
168,1622662446292,0.3452898387,0.5090232905,0.2169033853,0.3333333333,5.8844787e-05,0
169,1622851155099,0.3673074171,0.6153473022,0.18867588510000002,0.3333333333,5.8704994e-05,0
170,1618310475869,0.4053046979,0.9409353396,0.01816444532,0.333332972,5.843018e-05,0
171,1619339513070,0.3641440206,0.47295850450000004,0.30168515030000004,0.3333333333,5.831255500000001e-05,0
172,1622851145407,0.3633268127000001,0.6020421012,0.18870718760000002,0.3333333333,5.8072346e-05,0
173,1622851140015,0.3667260059,0.6133722019,0.18870765329999997,0.3333333333,5.7921407e-05,0
174,1622662480680,0.348157325,0.5090232905,0.2250962034,0.3333333333,5.741927e-05,0
175,1622851558598,0.3687179574,0.6165996406,0.1916325672,0.3333333333,5.737167e-05,0
176,1610912122067,0.4057770946,0.9006693836,0.05402746518999999,0.3333333333,5.6244266e-05,0
177,1622851123523,0.3679362499,0.6020421012,0.2018770082,0.3333333333,5.5585337e-05,0
178,1622070020875,0.3527223964,0.5244314340999999,0.22493228420000003,0.3333333333,5.5550518e-05,0
179,1622662542969,0.3441579099,0.5090232905,0.21366930309999999,0.3333333333,5.5397126e-05,0
180,1622662531260,0.3441250848,0.5090232905,0.21357551719999998,0.3333333333,5.5300457e-05,0
181,1622851186305,0.36554807,0.6104859233,0.1878160754,0.3333333333,5.5171786e-05,0
182,1622662190672,0.3439872198,0.5090232905,0.2131816171,0.3333333333,5.4894226e-05,0
183,1622630600367,0.3731956337,0.7960491651,0.050612050060000004,0.3333333333,5.4746077e-05,0
184,1570449999047,0.3817410807,0.8101286665,0.06323902318,0.333053779,5.4476364e-05,1
185,1622667885352,0.4122155955,0.9409353396,0.037909505669999996,0.3333333333,5.4356744e-05,0
186,1622851342668,0.3640599299,0.6165996406,0.1783239171,0.3333333333,5.427295e-05,0
187,1622851155174,0.3676997649,0.6165996406,0.1887234457,0.3333333333,5.422355800000001e-05,0
188,1622662431922,0.3427797285,0.5090232905,0.2097316418,0.3333333333,5.4061656999999987e-05,0
189,1620075179648,0.3785661871,0.8457174929000001,0.02338363598,0.3333333333,5.403326200000001e-05,0
190,1621512276031,0.3764644851,0.8335037434,0.02784770108,0.3333333333,5.3932414e-05,0
191,1622851134787,0.3676380893,0.6165996406,0.1885472298,0.3333333333,5.392812e-05,0
192,1622745524557,0.3801914258,0.8457174929000001,0.02802717502,0.3333333333,5.384234e-05,0
193,1593884833159,0.4296367636,0.9085001726999999,0.1290053998,0.3198137769,5.3054195e-05,0
194,1622851199815,0.3636138206,0.6165996406,0.1770493191,0.3333333333,5.304051e-05,0
195,1622662704308,0.3432167297,0.5090232905,0.2109802168,0.3333333333,5.2674335e-05,0
196,1622851177063,0.3633395352,0.6020421012,0.1887435377,0.3333333333,5.2033873e-05,0
197,1622662336067,0.3425565086,0.5090232905,0.20909387079999997,0.3333333333,5.2001637e-05,0
198,1622022082212,0.4099558491,0.9409353396,0.031453087410000004,0.3333333333,5.197214700000001e-05,0
