,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
57,1.107.0,1622662111721,2 days ago,0.3714008992,0.5090232905,0.2915064153,0.3333333333,0.00020244866,,,,,,,
58,3.18.0,1622851119704,7 hours ago,0.4178506061,0.9229501521,0.0694254109,0.3333333333,0.00019396539,,,,,,,
59,4.0.3,1613089725120,4 months ago,0.3874695926,0.6583430601,0.2094291018,0.3333328255,0.0001931945,,,,,,,
60,3.18.0,1622851194111,7 hours ago,0.4194485713,0.9190086717,0.07736943752,0.3333333333,0.00018852335,10362,20,3,79bAvAC9Hh3cuP-3J2sdLJmVacTyKrvfLIqFCO5Ya4v,,,
61,3.3.3,1620929544694,23 days ago,0.3967762077,0.7543901023,0.1550084268,0.3320177931,0.00017934809,,,,,,,
62,1.0.1,1495652831056,4 years ago,0.3817294476,0.9137859696,0.3074104478,0,0.0001764024,,,,,,,
63,3.18.0,1622851553595,7 hours ago,0.4184780959,0.9229501521,0.07121823894,0.3333333333,0.00017590781,,,,,,,
64,3.18.0,1622851145580,7 hours ago,0.3872976415,0.615067224,0.2460308788,0.3333333333,0.00017511538,,,,,,,
65,3.18.0,1622851151196,7 hours ago,0.3832811289,0.6165996406,0.2332416287,0.3333333333,0.00017415867,,,,,,,
66,1.107.0,1622662768898,2 days ago,0.3939259905,0.815373802,0.09327766636,0.3333333333,0.0001730053,,,,,,,
67,3.3.3,1620929544797,23 days ago,0.3958537935,0.7543901023,0.1523729577,0.3320177931,0.00017160077,,,,,,,
68,1.107.0,1622662459759,2 days ago,0.3658591574,0.5090232905,0.2756728673,0.3333333333,0.00016859175,,,,,,,
69,6.5.675,1622834319420,11 hours ago,0.3972865503,0.8438162062,0.07850006209,0.3333333333,0.00015852315,,,,,,,
70,3.18.0,1622851171657,7 hours ago,0.3839241078,0.5995754191,0.2496709011,0.3333333333,0.00015754241,,,,,,,
71,1.3.4,1604790452941,7 months ago,0.3956240498,0.920133723,0.06736414554,0.2743042341,0.00015738909,,,,,,,
72,3.18.0,1622851151285,7 hours ago,0.3812525833,0.6165996406,0.227445784,0.3333333333,0.0001541507,,,,,,,
73,6.0.0,1526764787552,3 years ago,0.3648854897,0.9310130745,0.2445187637,0,0.00015131263,,,,,,,
74,3.18.0,1622851194082,7 hours ago,0.3792231408,0.6165996406,0.2216473769,0.3333333333,0.00015111397,,,,,,,
75,1.107.0,1622662523633,2 days ago,0.3635857216,0.5090232905,0.2691773364,0.3333333333,0.00015067084,,,,,,,
76,1.1.0,1610573215712,5 months ago,0.370911579,0.4693933854,0.3417994073,0.3156107738,0.00014907565,,,,,,,
77,3.3.3,1620929550973,23 days ago,0.3702325325,0.5393669814,0.2634748872,0.3320177931,0.00014733417,,,,,,,
78,8.10.77,1622811723079,18 hours ago,0.3595193834,0.3888353659,0.3605774486,0.3333333333,0.0001471668,,,,,,,
79,3.18.0,1622851151255,7 hours ago,0.3829157437,0.6157661837,0.2329120625,0.3333333333,0.0001417024,,,,,,,
80,3.18.0,1622851123438,7 hours ago,0.3871065496,0.6165996406,0.2441714021,0.3333333333,0.00013962954,10362,20,4,,,,
81,3.18.0,1622851151275,7 hours ago,0.3820697029,0.6164611204,0.2298991433,0.3333333333,0.0001356333,,,,,,,
82,2.30.0,1618517239893,2 months ago,0.4357462423,0.8604873005,0.174096114,0.3333326063,0.00013480589,,,,,,,
83,1.3.0,1610641732240,5 months ago,0.4143467045,0.8457174929,0.1257729714,0.3331740474,0.0001329573,,,,,,,
84,3.18.0,1622851176932,7 hours ago,0.3809647447,0.6107783003,0.2316131084,0.3333333333,0.00013151289,,,,,,,
85,1.3.0,1605648634853,7 months ago,0.4083481412,0.7543901023,0.1920875978,0.3280012892,0.00013042222,,,,,,,
86,3.18.0,1622851129142,7 hours ago,0.3822185976,0.6136564997,0.2327285172,0.3333333333,0.00012592433,,,,,,,
87,3.18.0,1622851151288,7 hours ago,0.3819595492,0.614364059,0.2313818994,0.3333333333,0.00012422861,,,,,,,
88,3.2.0,1612639465108,4 months ago,0.4234624735,0.9300559881,0.08414796189,0.3285539724,0.0001227054,,,,,,,
89,1.107.0,1622662493078,2 days ago,0.359303888,0.5090232905,0.2569435262,0.3333333333,0.000121614896,,,,,,,
90,3.18.0,1622851186208,7 hours ago,0.3810331121,0.6119392429,0.2308133502,0.3333333333,0.00011844006,,,,,,,
91,1.1.1,1555695745067,2 years ago,0.4361710795,0.8348381414,0.1978089572,0.3328185773,0.000115727846,,,,,,,
92,3.18.0,1622851140306,7 hours ago,0.4083579738,0.9138614217,0.0500939448,0.3333333333,0.00011313349,,,,,,,
93,1.107.0,1622662497366,2 days ago,0.3577246159,0.5090232905,0.2524313203,0.3333333333,0.00011227775,,,,,,,
94,3.18.0,1622851123448,7 hours ago,0.383034855,0.6136564997,0.2350606813,0.3333333333,0.00011072169,,,,,,,
95,3.18.0,1622851129207,7 hours ago,0.3818681805,0.6036429567,0.2403103624,0.3333333333,0.000109488436,,,,,,,
96,1.1.0,1605676636432,7 months ago,0.408333662,0.9416460931,0.02643074222,0.3331116408,0.00010860017,,,,,,,
97,1.107.0,1622662488956,2 days ago,0.3570395551,0.5090232905,0.2504740036,0.3333333333,0.000108437715,,,,,,,
98,3.18.0,1622851129063,7 hours ago,0.3781055824,0.6044312805,0.228884376,0.3333333333,0.00010560739,,,,,,,
99,1.1.0,1610573220640,5 months ago,0.364604123,0.4956993977,0.3012300939,0.3156107738,0.000105335435,,,,,,,
100,1.107.0,1622662436966,2 days ago,0.3585798735,0.5090232905,0.2548749134,0.3333333333,0.000104804785,10362,20,5,36GIsuh3y6Ms_LDcCp5EhTvIjoy45Vt1BfT065XRznz,,,
101,3.18.0,1622851537104,7 hours ago,0.4078756181,0.9229501521,0.04092544498,0.3333333333,0.0001040042,,,,,,,
102,1.107.0,1622662441454,2 days ago,0.3561887713,0.5090232905,0.2480431927,0.3333333333,0.00010383722,,,,,,,
103,1.107.0,1622662726537,2 days ago,0.3560441041,0.5090232905,0.2476298579,0.3333333333,0.00010307331,,,,,,,
104,1.1.0,1615548043976,3 months ago,0.4042227346,0.920133723,0.03650914673,0.3297269038,0.00010304729,,,,,,,
105,3.18.0,1622851134773,7 hours ago,0.3779616891,0.6028466688,0.2298314908,0.3333333333,0.00010286626,,,,,,,
106,1.107.0,1622662708496,2 days ago,0.3558722854,0.5090232905,0.2471389473,0.3333333333,0.000102172795,,,,,,,
107,1.107.0,1622662427708,2 days ago,0.3555774442,0.5090232905,0.246296544,0.3333333333,0.000100644465,,,,,,,
108,3.18.0,1622851180850,7 hours ago,0.3747377217,0.6075109102,0.2166222342,0.3333333333,0.00009904851,,,,,,,
109,27.0.33,1622714320386,2 days ago,0.4079650873,0.9310130745,0.03426999513,0.3333333333,0.00009901544,,,,,,,
110,1.107.0,1622662685449,2 days ago,0.3550635736,0.5090232905,0.2448283423,0.3333333333,0.00009803126,,,,,,,
111,0.3.0,1611177073081,5 months ago,0.3874369685,0.8516810051,0.04924560704,0.3277048701,0.00009781467,,,,,,,
112,1.5.1,1620762711973,24 days ago,0.421467114,0.8858821738,0.1115838665,0.3332803103,0.00009728669,,,,,,,
113,7.0.0,1619711573594,,0.3936301799,0.5773121352,0.2964853504,0.3333333333,0.00009673203,,,,,,,
114,1.4.4,1621371057271,17 days ago,0.4032190998,0.9409353396,0.01220523213,0.3333333333,0.00009627072,,,,,,,
115,1.1.1,1614406672399,3 months ago,0.4013560663,0.9452389327,0.003283299512,0.3332435191,0.00009309036,,,,,,,
116,2.0.9,1622491366866,4 days ago,0.3986856109,0.9332096476,0.006066636168,0.3331411254,0.000093043396,,,,,,,
117,1.107.0,1622661852451,2 days ago,0.359030224,0.4914830981,0.2711960799,0.3333333333,0.00009233078,,,,,,,
118,1.107.0,1622662464209,2 days ago,0.3538124501,0.5090232905,0.2412537037,0.3333333333,0.0000919293,,,,,,,
119,12.7.1,1622290043937,7 days ago,0.3882749498,0.8457174929,0.05112295787,0.3333333333,0.00008832984,,,,,,,
120,1.107.0,1622661834598,2 days ago,0.356897253,0.5090232905,0.2500674262,0.3333333333,0.000084851854,10362,20,6,,,,
121,1.107.0,1622661830538,2 days ago,0.3605481798,0.5090232905,0.2604986456,0.3333333333,0.00008405269,,,,,,,
122,2.7.0,1611337585648,4 months ago,0.389045696,0.6137832115,0.2526481602,0.3328110758,0.000081948514,,,,,,,
123,1.107.0,1622662610639,2 days ago,0.3507019318,0.5090232905,0.2323665086,0.3333333333,0.000081403,,,,,,,
124,1.107.0,1622662813113,2 days ago,0.3512733555,0.5090232905,0.2339991475,0.3333333333,0.00008061185,,,,,,,
125,1.107.0,1622662717180,2 days ago,0.3508806328,0.5090232905,0.2328770828,0.3333333333,0.00007898131,,,,,,,
126,4.0.3,1620013644451,,0.4068132674,0.9440889992,0.0197711458,0.3333333333,0.00007827514,,,,,,,
127,1.107.0,1622662453323,2 days ago,0.3505878882,0.5090232905,0.2320406696,0.3333333333,0.0000777858,,,,,,,
128,3.18.0,1622851134572,7 hours ago,0.3698373319,0.6107783003,0.1998205005,0.3333333333,0.00007766613,,,,,,,
129,3.18.0,1622851199490,7 hours ago,0.3728721685,0.6165996406,0.2035017419,0.3333333333,0.00007754814,,,,,,,
130,7.1.0,1621560352845,15 days ago,0.4133841941,0.9148952418,0.06356844265,0.3333333333,0.00007748393,,,,,,,
131,6.1.2,1614339169032,3 months ago,0.3977144942,0.9310130745,0.005324842686,0.3329910769,0.000077310455,,,,,,,
132,1.107.0,1622662712916,2 days ago,0.3500645606,0.5090232905,0.230545448,0.3333333333,0.00007569029,,,,,,,
133,1.107.0,1622662620195,2 days ago,0.3510604181,0.5090232905,0.2333907551,0.3333333333,0.00007483433,,,,,,,
134,3.18.0,1622851205625,7 hours ago,0.3721108929,0.6165996406,0.2013266686,0.3333333333,0.00007449267,,,,,,,
135,3.0.6,1613089732364,4 months ago,0.3780251018,0.7084226405,0.1395775956,0.3332747177,0.000074215495,,,,,,,
136,1.107.0,1622662676755,2 days ago,0.3495875403,0.5090232905,0.2291825327,0.3333333333,0.00007382586,,,,,,,
137,1.107.0,1622662468310,2 days ago,0.3495875879,0.5090232905,0.2291826688,0.3333333333,0.000073265815,,,,,,,
138,2.2.4,1620960193726,22 days ago,0.3925902184,0.7472842664,0.1478236339,0.3333333333,0.00007318327,,,,,,,
139,1.107.0,1622662804608,2 days ago,0.3505923239,0.5090232905,0.2320533429,0.3333333333,0.00007205016,,,,,,,
140,1.107.0,1622662642312,2 days ago,0.3486139971,0.5036499858,0.2310066706,0.3333333333,0.00007201978,10362,20,7,,,,
141,1.56.1,1597660550015,10 months ago,0.3922442414,0.9008090861,0.02428753433,0.3242882244,0.000071725924,,,,,,,
142,3.18.0,1622851487304,7 hours ago,0.4002497534,0.9229501521,0.01913726036,0.3333333333,0.00007141442,,,,,,,
143,3.0.13,1621967176590,11 days ago,0.4207192992,0.9353934351,0.06695600576,0.3333333333,0.00007021564,,,,,,,
144,1.107.0,1622662553959,2 days ago,0.3483448023,0.5090232905,0.2256318527,0.3333333333,0.00006916644,,,,,,,
145,3.18.0,1622851134705,7 hours ago,0.3724742358,0.6165996406,0.2023647913,0.3333333333,0.00006910516,,,,,,,
146,3.18.0,1622851193937,7 hours ago,0.3701364266,0.6165996406,0.1956853365,0.3333333333,0.00006762907,,,,,,,
147,3.18.0,1622851180761,7 hours ago,0.3667904347,0.6070560514,0.1943055789,0.3333333333,0.00006740575,,,,,,,
148,5.0.13,1622486585242,5 days ago,0.4099309451,0.9409353396,0.03236802382,0.3323472425,0.00006696401,,,,,,,
149,3.18.0,1622851553273,7 hours ago,0.3699580364,0.6165996406,0.1951756501,0.3333333333,0.00006687414,,,,,,,
150,3.18.0,1622851553439,7 hours ago,0.3703347408,0.6165996406,0.1962519484,0.3333333333,0.00006667994,,,,,,,
151,1.5.0,1617840283891,2 months ago,0.3745598927,0.6237054766,0.2032009656,0.3323654622,0.000066264525,,,,,,,
152,3.18.0,1622851436512,7 hours ago,0.3986937963,0.9229501521,0.01469166861,0.3333333333,0.00006605535,,,,,,,
153,1.0.2,1611418932758,4 months ago,0.3905713767,0.913027887,0.002515610297,0.330807277,0.00006551641,,,,,,,
154,5.1.0,1604520581478,7 months ago,0.3900677647,0.6483715062,0.2297967377,0.3289355847,0.00006494631,,,,,,,
155,0.6.2,1614069931369,3 months ago,0.3709370335,0.7680793064,0.06847532769,0.3329910769,0.00006451629,,,,,,,
156,3.18.0,1622851160530,7 hours ago,0.3685573541,0.6097510732,0.1970439013,0.3333333333,0.00006449866,,,,,,,
157,3.18.0,1622851119740,7 hours ago,0.3692412032,0.6164611204,0.1932462868,0.3333333333,0.00006440301,,,,,,,
158,1.107.0,1622662826449,2 days ago,0.3504004679,0.5090232905,0.2315051832,0.3333333333,0.00006377203,,,,,,,
159,1.107.0,1622662484789,2 days ago,0.3499780629,0.5090232905,0.2302983115,0.3333333333,0.000063171756,,,,,,,
160,3.1.0,1612787680093,4 months ago,0.3952441162,0.9300559881,0.003524084003,0.3285539724,0.00006303362,10362,20,8,,,,
161,1.107.0,1622662515630,2 days ago,0.3464967541,0.5090232905,0.220351715,0.3333333333,0.000062738945,,,,,,,
162,1.0.7,1417706420067,7 years ago,0.3676205308,0.9515683582,0.2347143523,0,0.00006251607,,,,,,,
163,1.107.0,1622662672383,2 days ago,0.3545556257,0.5090232905,0.2433770626,0.3333333333,0.000061637475,,,,,,,
164,3.18.0,1622851140222,7 hours ago,0.3677527579,0.6165996406,0.1888748543,0.3333333333,0.000060942613,,,,,,,
165,5.4.14,1621179588884,20 days ago,0.3967019063,0.6309896585,0.2592524059,0.3333333333,0.000060462375,,,,,,,
166,3.18.0,1622851180729,7 hours ago,0.3673293112,0.6104859233,0.192905336,0.3333333333,0.000060404607,,,,,,,
167,1.107.0,1622662731411,2 days ago,0.3455494211,0.5090232905,0.2176450492,0.3333333333,0.00005966294,,,,,,,
168,1.107.0,1622662446292,2 days ago,0.3452898387,0.5090232905,0.2169033853,0.3333333333,0.000058844787,,,,,,,
169,3.18.0,1622851155099,7 hours ago,0.3673074171,0.6153473022,0.1886758851,0.3333333333,0.000058704994,,,,,,,
170,2.1.2,1618310475869,2 months ago,0.4053046979,0.9409353396,0.01816444532,0.333332972,0.00005843018,,,,,,,
171,3.3.75,1619339513070,,0.3641440206,0.4729585045,0.3016851503,0.3333333333,0.000058312555,,,,,,,
172,3.18.0,1622851145407,7 hours ago,0.3633268127,0.6020421012,0.1887071876,0.3333333333,0.000058072346,,,,,,,
173,3.18.0,1622851140015,7 hours ago,0.3667260059,0.6133722019,0.1887076533,0.3333333333,0.000057921407,,,,,,,
174,1.107.0,1622662480680,2 days ago,0.348157325,0.5090232905,0.2250962034,0.3333333333,0.00005741927,,,,,,,
175,3.18.0,1622851558598,7 hours ago,0.3687179574,0.6165996406,0.1916325672,0.3333333333,0.00005737167,,,,,,,
176,1.5.2,1610912122067,5 months ago,0.4057770946,0.9006693836,0.05402746519,0.3333333333,0.000056244266,,,,,,,
177,3.18.0,1622851123523,7 hours ago,0.3679362499,0.6020421012,0.2018770082,0.3333333333,0.000055585337,,,,,,,
178,4.0.1,1622070020875,9 days ago,0.3527223964,0.5244314341,0.2249322842,0.3333333333,0.000055550518,,,,,,,
179,1.107.0,1622662542969,2 days ago,0.3441579099,0.5090232905,0.2136693031,0.3333333333,0.000055397126,,,,,,,
180,1.107.0,1622662531260,2 days ago,0.3441250848,0.5090232905,0.2135755172,0.3333333333,0.000055300457,10362,20,9,,,,
181,3.18.0,1622851186305,7 hours ago,0.36554807,0.6104859233,0.1878160754,0.3333333333,0.000055171786,,,,,,,
182,1.107.0,1622662190672,2 days ago,0.3439872198,0.5090232905,0.2131816171,0.3333333333,0.000054894226,,,,,,,
183,2.0.0-rc.6,1622630600367,3 days ago,0.3731956337,0.7960491651,0.05061205006,0.3333333333,0.000054746077,,,,,,,
184,6.0.0,1570449999047,2 years ago,0.3817410807,0.8101286665,0.06323902318,0.333053779,0.000054476364,,,,,,,
185,6.0.5,1622667885352,2 days ago,0.4122155955,0.9409353396,0.03790950567,0.3333333333,0.000054356744,,,,,,,
186,3.18.0,1622851342668,7 hours ago,0.3640599299,0.6165996406,0.1783239171,0.3333333333,0.00005427295,,,,,,,
187,3.18.0,1622851155174,7 hours ago,0.3676997649,0.6165996406,0.1887234457,0.3333333333,0.000054223558,,,,,,,
188,1.107.0,1622662431922,2 days ago,0.3427797285,0.5090232905,0.2097316418,0.3333333333,0.000054061657,,,,,,,
189,1.0.2,1620075179648,,0.3785661871,0.8457174929,0.02338363598,0.3333333333,0.000054033262,,,,,,,
190,6.1.0,1621512276031,16 days ago,0.3764644851,0.8335037434,0.02784770108,0.3333333333,0.000053932414,,,,,,,
191,3.18.0,1622851134787,7 hours ago,0.3676380893,0.6165996406,0.1885472298,0.3333333333,0.00005392812,,,,,,,
192,2.0.4,1622745524557,2 days ago,0.3801914258,0.8457174929,0.02802717502,0.3333333333,0.00005384234,,,,,,,
193,4.0.5,1593884833159,,0.4296367636,0.9085001727,0.1290053998,0.3198137769,0.000053054195,,,,,,,
194,3.18.0,1622851199815,7 hours ago,0.3636138206,0.6165996406,0.1770493191,0.3333333333,0.00005304051,,,,,,,
195,1.107.0,1622662704308,2 days ago,0.3432167297,0.5090232905,0.2109802168,0.3333333333,0.000052674335,,,,,,,
196,3.18.0,1622851177063,7 hours ago,0.3633395352,0.6020421012,0.1887435377,0.3333333333,0.000052033873,,,,,,,
197,1.107.0,1622662336067,2 days ago,0.3425565086,0.5090232905,0.2090938708,0.3333333333,0.000052001637,,,,,,,
198,1.92.0,1622022082212,10 days ago,0.4099558491,0.9409353396,0.03145308741,0.3333333333,0.000051972147,,,,,,,
199,3.18.0,1622851165879,7 hours ago,0.3638485912,0.6036429567,0.1888258214,0.3333333333,0.0000519133,,,,,,,
200,2.0.43,1622771725852,,0.37965064,0.8457174929,0.02648207259,0.3333333333,0.000051532763,10362,20,10,,,,
201,10,2.0.44,1622772408039,0.379458309,0.8457174929,0.02593255547,0.3333333333,0.00005141319,,,,,,,
202,20,2.0.42,1622773104738,0.3791094588,0.8457174929,0.02493584075,0.3333333333,0.00005118007,,,,,,,
203,9.1.0,1620430657243,,0.3576175319,0.624662563,0.1530059894,0.3333333333,0.00005102372,,,,,,,
204,0.3.3,1394833312913,7 years ago,0.3966712629,0.8525485989,0.06977194637,0.3328185773,0.000050874303,,,,,,,
205,2.0.44,1622773329134,,0.3792219087,0.8457174929,0.02525712613,0.3333333333,0.000050777082,,,,,,,
206,2.1.11,1617706905205,2 months ago,0.4080585241,0.9409353396,0.02603215858,0.3333333333,0.000050762275,,,,,,,
207,1.5.2,1610912086667,5 months ago,0.3960880514,0.9006693836,0.0263444848,0.3333333333,0.00005064262,,,,,,,
208,2.0.42,1622771739670,,0.3791574045,0.8457174929,0.0250728283,0.3333333333,0.00005060478,,,,,,,
209,2.5.1-alpha.0,1593029194920,,0.3730545551,0.7883592553,0.078878091,0.311255562,0.00005047998,,,,,,,
210,2.0.43,1622772540894,,0.3791050034,0.8457174929,0.02492311113,0.3333333333,0.00005046521,,,,,,,
211,1.107.0,1622662839355,2 days ago,0.3438003419,0.5090232905,0.2126476803,0.3333333333,0.000050351216,,,,,,,
212,2.0.38,1621037431276,21 days ago,0.3790443248,0.8457174929,0.02474974369,0.3333333333,0.000050304036,,,,,,,
213,2.0.38,1621037291176,21 days ago,0.3790277557,0.8457174929,0.02470240323,0.3333333333,0.0000502601,,,,,,,
214,2.0.38,1621037007181,21 days ago,0.3790229776,0.8457174929,0.02468875166,0.3333333333,0.000050247447,,,,,,,
215,2.0.39,1621037654757,21 days ago,0.3789889616,0.8457174929,0.02459156308,0.3333333333,0.00005015739,,,,,,,
216,2.0.41,1621037745513,21 days ago,0.3789740661,0.8457174929,0.02454900449,0.3333333333,0.000050118007,,,,,,,
217,3.18.0,1622851190180,7 hours ago,0.3642981722,0.6165996406,0.1790046096,0.3333333333,0.000050041155,,,,,,,
218,2.1.2,1578080878547,,0.3749342791,0.821008018,0.03463712355,0.3328825156,0.000049649905,,,,,,,
219,2.2.8,1621533227935,16 days ago,0.3398349819,0.821008018,0.211372298,0.05586363474,0.000049638256,,,,,,,
220,1.10.0,1611777202496,4 months ago,0.3887831636,0.895424248,0.01015429403,0.3331482465,0.0000494875,10362,20,11,3kDUVE3fFxewHjNiYMhntyqE4jOdP7x4R7ocIci5Qin,,,
221,1.107.0,1622662557928,2 days ago,0.3417425605,0.5090232905,0.2067683047,0.3333333333,0.000048658574,,,,,,,
